Date,High,Low,Open,Close,Volume,Adj Close
2012-01-03,14.73214340209961,14.60714340209961,14.621429443359375,14.686785697937012,302220800.0,12.557465553283691
2012-01-04,14.8100004196167,14.617142677307129,14.64285659790039,14.765713691711426,260022000.0,12.624947547912598
2012-01-05,14.948213577270508,14.738213539123535,14.819643020629883,14.929642677307129,271269600.0,12.765114784240723
2012-01-06,15.098214149475098,14.972143173217773,14.991786003112793,15.085714340209961,318292800.0,12.898558616638184
2012-01-09,15.276785850524902,15.048213958740234,15.196429252624512,15.061785697937012,394024400.0,12.878096580505371
2012-01-10,15.214285850524902,15.053570747375488,15.211071014404297,15.115714073181152,258196400.0,12.92420482635498
2012-01-11,15.101785659790039,14.975357055664062,15.09571361541748,15.091071128845215,215084800.0,12.903135299682617
2012-01-12,15.103570938110352,14.95535659790039,15.081428527832031,15.049642562866211,212587200.0,12.867711067199707
2012-01-13,15.016071319580078,14.952142715454102,14.989286422729492,14.993213653564453,226021600.0,12.819467544555664
2012-01-17,15.213929176330566,15.105713844299316,15.149999618530273,15.16785717010498,242897200.0,12.968788146972656
2012-01-18,15.338213920593262,15.225000381469727,15.248571395874023,15.325357437133789,276791200.0,13.103452682495117
2012-01-19,15.406070709228516,15.232500076293945,15.362500190734863,15.276785850524902,261738400.0,13.061924934387207
2012-01-20,15.26785659790039,14.991070747375488,15.267499923706055,15.010713577270508,413974400.0,12.834428787231445
2012-01-23,15.301786422729492,15.08214282989502,15.095356941223145,15.264642715454102,306062400.0,13.051542282104492
2012-01-24,15.182143211364746,14.983928680419922,15.182143211364746,15.014642715454102,547638000.0,12.837791442871094
2012-01-25,16.230356216430664,15.84749984741211,16.229999542236328,15.952142715454102,958314000.0,13.639369010925293
2012-01-26,16.028213500976562,15.82642936706543,16.01285743713379,15.879643440246582,323985200.0,13.577378273010254
2012-01-27,16.01714324951172,15.848929405212402,15.869285583496094,15.974286079406738,299709200.0,13.658302307128906
2012-01-30,16.21071434020996,15.90678596496582,15.918213844299316,16.17892837524414,379341200.0,13.83327579498291
2012-01-31,16.365713119506836,16.18107032775879,16.27107048034668,16.3028564453125,391683600.0,13.939236640930176
2012-02-01,16.392499923706055,16.269643783569336,16.37178611755371,16.292499542236328,270046000.0,13.930376052856445
2012-02-02,16.327499389648438,16.213571548461914,16.282142639160156,16.25428581237793,186796400.0,13.897703170776367
2012-02-03,16.428571701049805,16.270000457763672,16.332143783569336,16.417142868041992,286599600.0,14.036952018737793
